Repository Name,Repository URI,Created Date,Registry ID
streamrunner_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/streamrunner_api,2019-07-09T14:51:08+03:00,293515758805
soho-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-mw,2019-07-19T15:41:24+03:00,293515758805
ldp-coderepo,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-coderepo,2019-09-27T15:10:37+03:00,293515758805
apigateway,293515758805.dkr.ecr.eu-west-1.amazonaws.com/apigateway,2019-11-08T10:09:26+03:00,293515758805
lowcodewebdesigner,293515758805.dkr.ecr.eu-west-1.amazonaws.com/lowcodewebdesigner,2020-01-10T10:57:19+03:00,293515758805
2020_resim_emotion,293515758805.dkr.ecr.eu-west-1.amazonaws.com/2020_resim_emotion,2020-02-19T10:30:44+03:00,293515758805
thingsboard/tb-mqtt-transport,293515758805.dkr.ecr.eu-west-1.amazonaws.com/thingsboard/tb-mqtt-transport,2020-02-19T14:23:30+03:00,293515758805
postgresqldotnetcore,293515758805.dkr.ecr.eu-west-1.amazonaws.com/postgresqldotnetcore,2020-03-02T10:36:26+03:00,293515758805
club-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/club-mw,2020-03-17T12:51:26+03:00,293515758805
receipt-reader,293515758805.dkr.ecr.eu-west-1.amazonaws.com/receipt-reader,2020-04-08T16:52:58+03:00,293515758805
isbasi-tiger-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/isbasi-tiger-mw,2020-04-13T13:55:41+03:00,293515758805
payroll-admin,293515758805.dkr.ecr.eu-west-1.amazonaws.com/payroll-admin,2020-11-11T11:46:28+03:00,293515758805
nafcore_survey_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_survey_service,2020-12-30T09:45:34+03:00,293515758805
diva-connector,293515758805.dkr.ecr.eu-west-1.amazonaws.com/diva-connector,2021-03-05T21:56:42+03:00,293515758805
polaris_datapump,293515758805.dkr.ecr.eu-west-1.amazonaws.com/polaris_datapump,2021-06-15T10:52:21+03:00,293515758805
soho-mw-storefront,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-mw-storefront,2021-08-04T11:50:05+03:00,293515758805
soho-ui-storefront,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-ui-storefront,2021-08-05T12:48:22+03:00,293515758805
hivemetastore,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hivemetastore,2021-09-17T16:07:34+03:00,293515758805
microsoftaspnetcore20,293515758805.dkr.ecr.eu-west-1.amazonaws.com/microsoftaspnetcore20,2021-10-11T16:15:55+03:00,293515758805
microsoftaspnetcore22,293515758805.dkr.ecr.eu-west-1.amazonaws.com/microsoftaspnetcore22,2021-10-11T17:26:38+03:00,293515758805
polaris-confluence-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/polaris-confluence-service,2022-01-04T15:08:26+03:00,293515758805
posting-center,293515758805.dkr.ecr.eu-west-1.amazonaws.com/posting-center,2022-03-24T10:04:39+03:00,293515758805
soho-cap-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-cap-ui,2022-03-28T14:11:01+03:00,293515758805
lbs-webcomponents,293515758805.dkr.ecr.eu-west-1.amazonaws.com/lbs-webcomponents,2022-03-30T14:56:20+03:00,293515758805
jplatform-isbasi,293515758805.dkr.ecr.eu-west-1.amazonaws.com/jplatform-isbasi,2020-03-16T15:10:11+03:00,293515758805
dys_ocr,293515758805.dkr.ecr.eu-west-1.amazonaws.com/dys_ocr,2022-04-08T14:15:46+03:00,293515758805
polaris-data-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/polaris-data-service,2022-05-16T10:07:11+03:00,293515758805
polaris-preprocess-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/polaris-preprocess-service,2022-05-16T10:17:09+03:00,293515758805
soho-mw-v3,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-mw-v3,2022-05-23T09:28:00+03:00,293515758805
nafcore_surveynet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_surveynet6_service,2022-06-07T15:38:11+03:00,293515758805
nafcore_settingsnet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_settingsnet6_service,2022-06-07T15:39:41+03:00,293515758805
peoplise-admin,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-admin,2022-08-02T17:48:04+03:00,293515758805
peoplise-posting-center-ms,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-posting-center-ms,2022-08-02T17:50:26+03:00,293515758805
talentflow-aggregation,293515758805.dkr.ecr.eu-west-1.amazonaws.com/talentflow-aggregation,2022-09-20T13:43:46+03:00,293515758805
ldp-f0e9b587-a3af-453d-8c06-1705b507a810,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-f0e9b587-a3af-453d-8c06-1705b507a810,2022-09-27T15:22:30+03:00,293515758805
hcm-integration-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-integration-service,2022-12-19T13:59:22+03:00,293515758805
ldp-deployment,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-deployment,2022-12-27T14:39:17+03:00,293515758805
ldpdeveloperportal-web,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldpdeveloperportal-web,2023-02-17T15:47:03+03:00,293515758805
hcm-optimise-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-optimise-service,2023-03-09T17:26:59+03:00,293515758805
saaserp,293515758805.dkr.ecr.eu-west-1.amazonaws.com/saaserp,2021-04-29T22:53:25+03:00,293515758805
nafcore_clientassertion_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_clientassertion_service,2023-05-26T10:32:08+03:00,293515758805
hcm-self-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-self-service,2023-05-30T18:50:21+03:00,293515758805
peoplise-assessment-center,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-assessment-center,2023-06-06T14:24:30+03:00,293515758805
peoplise-assessment-center.web,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-assessment-center.web,2023-06-13T15:35:07+03:00,293515758805
nafcore_cns_web,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_cns_web,2023-08-03T14:32:12.133000+03:00,293515758805
hcm-widget-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-widget-service,2023-08-07T09:51:17.476000+03:00,293515758805
peoplise-job-description-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-job-description-service,2023-10-02T12:32:32.527000+03:00,293515758805
ublhelper-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ublhelper-mw,2023-10-31T14:46:39.220000+03:00,293515758805
peoplise-approval-definition-react-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-approval-definition-react-service,2024-04-03T18:37:18.579000+03:00,293515758805
